"","level","id","name0","name1","name","population","pm2023","pm2022","pm2021","pm2020","pm2019","pm2018","pm2017","pm2016","pm2015","pm2014","pm2013","pm2012","pm2011","pm2010","pm2009","pm2008","pm2007","pm2006","pm2005","pm2004","pm2003","pm2002","pm2001","pm2000","pm1999","pm1998","who2023","who2022","who2021","who2020","who2019","who2018","who2017","who2016","who2015","who2014","who2013","who2012","who2011","who2010","who2009","who2008","who2007","who2006","who2005","who2004","who2003","who2002","who2001","who2000","who1999","who1998","nat2023","nat2022","nat2021","nat2020","nat2019","nat2018","nat2017","nat2016","nat2015","nat2014","nat2013","nat2012","nat2011","nat2010","nat2009","nat2008","nat2007","nat2006","nat2005","nat2004","nat2003","nat2002","nat2001","nat2000","nat1999","nat1998"
"85",2,17525,"India","Jharkhand","Gumla",1215338,34.73,32.58,38.43,36.75,37.93,34.8,37.29,37.68,36.31,34.01,36.87,34.43,37.85,31.24,34.62,36.34,32.43,27.31,28.31,28.99,28.56,27.38,25.82,23.57,16.73,15.49,2.9,2.7,3.3,3.1,3.2,2.9,3.2,3.2,3.1,2.8,3.1,2.9,3.2,2.6,2.9,3.1,2.7,2.2,2.3,2.4,2.3,2.2,2,1.8,1.1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"86",2,17755,"India","Punjab","Gurdaspur",2016259,47.2,48.47,48.81,45.82,44.89,48.55,47.24,51.49,47.42,41.82,44.46,41.99,46.38,43.37,39.55,43,42.01,38.01,38.85,34.79,35.1,32.31,33.25,30.09,26.26,28.16,4.1,4.3,4.3,4,3.9,4.3,4.1,4.6,4.2,3.6,3.9,3.6,4.1,3.8,3.4,3.7,3.6,3.2,3.3,2.9,2.9,2.7,2.8,2.5,2.1,2.3,0.7,0.8,0.9,0.6,0.5,0.8,0.7,1.1,0.7,0.2,0.4,0.2,0.6,0.3,0,0.3,0.2,0,0,0,0,0,0,0,0,0
"87",2,17468,"India","Haryana","Gurugram",1823659,77.29,73.34,79.64,74.52,80.17,83.03,86.29,89.75,82.19,71.26,75.83,71.94,87,82.89,67.38,73.01,67.03,59.76,63.48,60.44,64.96,58.94,55.08,50.81,46.84,45.91,7.1,6.7,7.3,6.8,7.4,7.6,8,8.3,7.6,6.5,6.9,6.6,8,7.6,6.1,6.7,6.1,5.4,5.7,5.4,5.9,5.3,4.9,4.5,4.1,4,3.7,3.3,3.9,3.4,3.9,4.2,4.5,4.9,4.1,3.1,3.5,3.1,4.6,4.2,2.7,3.2,2.6,1.9,2.3,2,2.4,1.9,1.5,1.1,0.7,0.6
"88",2,17913,"India","Uttar Pradesh","Hamirpur",1292336,49.18,45.73,50.14,51.68,55.7,51.5,55.62,54.03,49.48,46.65,48.95,48.72,50.61,47.12,46.72,52.4,44.71,39.33,42.08,41.49,41.97,37.18,36.01,32.17,31.14,33.31,4.3,4,4.4,4.6,5,4.6,5,4.8,4.4,4.1,4.3,4.3,4.5,4.1,4.1,4.6,3.9,3.4,3.6,3.6,3.6,3.2,3,2.7,2.6,2.8,0.9,0.6,1,1.1,1.5,1.1,1.5,1.4,0.9,0.7,0.9,0.9,1,0.7,0.7,1.2,0.5,0,0.2,0.1,0.2,0,0,0,0,0
"89",2,17914,"India","Uttar Pradesh","Hapur",1546443,65.68,65.21,71.75,63.75,66.72,78.29,83.81,88.51,83.1,70.59,75.99,71.17,86.79,82.89,67.83,73.65,63.6,57.42,61.02,63.64,68.04,57.26,54.74,51.14,44.69,45.73,5.9,5.9,6.5,5.8,6,7.2,7.7,8.2,7.7,6.4,7,6.5,8,7.6,6.2,6.7,5.7,5.1,5.5,5.7,6.2,5.1,4.9,4.5,3.9,4,2.5,2.5,3.1,2.3,2.6,3.8,4.3,4.8,4.2,3,3.5,3.1,4.6,4.2,2.7,3.3,2.3,1.7,2.1,2.3,2.7,1.7,1.4,1.1,0.5,0.6
"90",2,17915,"India","Uttar Pradesh","Hardoi",4791680,56,60.12,62.07,57.82,62.72,62.43,70.49,74.71,67.96,58.5,67.95,62.79,72.29,67.28,63.74,69,57.39,53.69,53.79,56.14,58.41,51.46,50.41,46.75,40.22,44.46,5,5.4,5.6,5.2,5.7,5.6,6.4,6.8,6.2,5.2,6.2,5.7,6.6,6.1,5.8,6.3,5.1,4.8,4.8,5,5.2,4.6,4.5,4.1,3.5,3.9,1.6,2,2.2,1.7,2.2,2.2,3,3.4,2.7,1.8,2.7,2.2,3.2,2.7,2.3,2.8,1.7,1.3,1.4,1.6,1.8,1.1,1,0.7,0,0.4
"91",2,17916,"India","Uttar Pradesh","Hathras",1753914,67.02,64.44,71.34,71.49,74.51,72.54,77.72,79.66,75,65.49,69.06,68.77,78.49,74.91,66.79,73.53,64.08,58.51,63.7,61.4,65.6,57.02,56.03,48.97,46.2,49.15,6.1,5.8,6.5,6.5,6.8,6.6,7.1,7.3,6.9,5.9,6.3,6.2,7.2,6.9,6.1,6.7,5.8,5.2,5.8,5.5,5.9,5.1,5,4.3,4,4.3,2.6,2.4,3.1,3.1,3.4,3.2,3.7,3.9,3.4,2.5,2.8,2.8,3.8,3.4,2.6,3.3,2.4,1.8,2.3,2.1,2.5,1.7,1.6,0.9,0.6,0.9
"92",2,17526,"India","Jharkhand","Hazaribagh",2437718,37.17,36.2,41.44,41.15,42.83,41.25,43.42,47.25,44,39.81,42.03,39.65,43.36,34.51,38.79,43.14,36.22,32.78,29.94,32.88,32.34,31.71,29.11,27.31,22.24,21.76,3.2,3.1,3.6,3.5,3.7,3.6,3.8,4.1,3.8,3.4,3.6,3.4,3.8,2.9,3.3,3.7,3.1,2.7,2.4,2.7,2.7,2.6,2.4,2.2,1.7,1.6,0,0,0.1,0.1,0.3,0.1,0.3,0.7,0.4,0,0.2,0,0.3,0,0,0.3,0,0,0,0,0,0,0,0,0,0
"93",2,17469,"India","Haryana","Hisar",2024434,53.1,50.31,56.9,55.61,55.65,60.83,63.94,64.47,63.22,50.72,52.61,54.47,58.23,59.86,54.9,49.91,51.23,46.53,45.03,41.34,44.05,38.25,35.93,33.86,30.72,29.76,4.7,4.4,5.1,5,5,5.5,5.8,5.8,5.7,4.5,4.7,4.8,5.2,5.4,4.9,4.4,4.5,4.1,3.9,3.6,3.8,3.3,3,2.8,2.5,2.4,1.3,1,1.7,1.5,1.5,2,2.3,2.4,2.3,1.1,1.2,1.4,1.8,1.9,1.5,1,1.1,0.6,0.5,0.1,0.4,0,0,0,0,0
"94",2,17974,"India","West Bengal","Hooghly",6246800,51.43,49.28,60.14,58,57.14,63.23,59.61,63.24,57.87,60.79,55.25,54.72,57.22,51.85,56.73,53.62,48.45,46.44,43.26,39.49,37.84,38.02,34.47,34.65,29.19,26.07,4.6,4.3,5.4,5.2,5.1,5.7,5.4,5.7,5.2,5.5,4.9,4.9,5.1,4.6,5.1,4.8,4.3,4.1,3.7,3.4,3.2,3.2,2.9,2.9,2.4,2.1,1.1,0.9,2,1.8,1.7,2.3,1.9,2.3,1.8,2,1.5,1.4,1.7,1.2,1.6,1.3,0.8,0.6,0.3,0,0,0,0,0,0,0
"95",2,17756,"India","Punjab","Hoshiarpur",1813641,39.86,40.26,43.51,43.07,40.8,43.36,42.61,47.75,41.93,36.56,40.53,38.78,43.5,39.38,35.78,38.08,35.85,33.95,33.8,30.96,31.4,28.15,28.87,27.69,22.88,24.46,3.4,3.5,3.8,3.7,3.5,3.8,3.7,4.2,3.6,3.1,3.5,3.3,3.8,3.4,3,3.2,3,2.8,2.8,2.5,2.6,2.3,2.3,2.2,1.8,1.9,0,0,0.3,0.3,0.1,0.3,0.3,0.8,0.2,0,0.1,0,0.3,0,0,0,0,0,0,0,0,0,0,0,0,0
"96",2,17975,"India","West Bengal","Howrah",5411891,44.17,40.13,50.58,47.39,50.82,56.11,53.15,56.04,50.66,55.65,47.14,48.18,48.05,42.11,49.77,46.9,41.41,39.44,36.35,33.7,30.57,31.71,28.03,28.4,24.19,20.38,3.8,3.4,4.5,4.2,4.5,5,4.7,5,4.5,5,4.1,4.2,4.2,3.6,4.4,4.1,3.6,3.4,3.1,2.8,2.5,2.6,2.3,2.3,1.9,1.5,0.4,0,1,0.7,1.1,1.6,1.3,1.6,1,1.5,0.7,0.8,0.8,0.2,1,0.7,0.1,0,0,0,0,0,0,0,0,0
"97",2,17757,"India","Punjab","Jalandhar",2469912,53.48,52.57,57.09,55.31,52.12,54.48,54.92,60.01,56.63,48.79,55.25,49.25,59.38,54.31,48.4,51.55,48.45,44.49,44.85,40.53,42.4,36.14,35.77,34.09,29.17,30.43,4.8,4.7,5.1,4.9,4.6,4.8,4.9,5.4,5.1,4.3,4.9,4.3,5.3,4.8,4.3,4.6,4.3,3.9,3.9,3.5,3.7,3.1,3,2.9,2.4,2.5,1.3,1.2,1.7,1.5,1.2,1.4,1.5,2,1.6,0.9,1.5,0.9,1.9,1.4,0.8,1.1,0.8,0.4,0.5,0.1,0.2,0,0,0,0,0
"98",2,17917,"India","Uttar Pradesh","Jalaun",1983201,52.84,49.94,53.43,55.56,59.09,54.79,59.77,57.08,54.46,51.55,54.15,52.54,55.36,53.48,51.03,54.65,48.06,42.34,46.17,44.79,45.49,40.81,39.88,35.59,34.22,36.3,4.7,4.4,4.7,5,5.3,4.9,5.4,5.1,4.8,4.6,4.8,4.7,4.9,4.8,4.5,4.9,4.2,3.7,4,3.9,4,3.5,3.4,3,2.9,3.1,1.3,1,1.3,1.5,1.9,1.4,1.9,1.7,1.4,1.1,1.4,1.2,1.5,1.3,1.1,1.4,0.8,0.2,0.6,0.5,0.5,0.1,0,0,0,0
"99",2,17976,"India","West Bengal","Jalpaiguri",2969860,45.32,44.46,52.91,55.18,51.62,55.83,51.77,49.74,50.08,49.51,45.12,50.65,48.28,47.21,56.1,47.59,45.68,49.3,41.88,40.29,39.96,37.05,38.94,35.55,30.38,30.68,4,3.9,4.7,4.9,4.6,5,4.6,4.4,4.4,4.4,3.9,4.5,4.2,4.1,5,4.2,4,4.3,3.6,3.5,3.4,3.1,3.3,3,2.5,2.5,0.5,0.4,1.3,1.5,1.1,1.6,1.2,1,1,0.9,0.5,1,0.8,0.7,1.6,0.7,0.6,0.9,0.2,0,0,0,0,0,0,0
"100",2,17527,"India","Jharkhand","Jamtara",929428,40.71,39.5,52.45,49.68,49.47,49.13,52.93,51.36,50.89,46.37,47.04,45.69,51.84,42.09,51.3,50.93,43.15,40.58,37.37,37.29,33.32,35.76,34.33,32.62,28.36,28.11,3.5,3.4,4.7,4.4,4.4,4.3,4.7,4.5,4.5,4.1,4.1,4,4.6,3.6,4.5,4.5,3.7,3.5,3.2,3.2,2.8,3,2.9,2.7,2.3,2.3,0.1,0,1.2,0.9,0.9,0.9,1.3,1.1,1.1,0.6,0.7,0.6,1.2,0.2,1.1,1.1,0.3,0.1,0,0,0,0,0,0,0,0
"101",2,17370,"India","Bihar","Jamui",2145593,44.84,46.61,47.84,46.87,52.55,55.97,57.08,56.6,53.41,51.61,53.61,50.31,54.99,46.02,49.53,50.26,44.18,43.29,36.98,39.83,38.69,37.98,37.72,34.28,30.67,30.36,3.9,4.1,4.2,4.1,4.7,5,5.1,5.1,4.7,4.6,4.8,4.4,4.9,4,4.4,4.4,3.8,3.8,3.1,3.4,3.3,3.2,3.2,2.9,2.5,2.5,0.5,0.6,0.8,0.7,1.2,1.6,1.7,1.6,1.3,1.1,1.3,1,1.5,0.6,0.9,1,0.4,0.3,0,0,0,0,0,0,0,0
"102",2,17409,"India","Chhattisgarh","Janjgir-Champa",1939854,57.87,53,61.32,59.29,58.22,56.52,54.41,59.05,52.56,54.01,52.68,46.21,52.61,45.58,49.76,48.84,44.79,38.89,39.32,39.62,33.99,33.43,33.6,29.1,29.8,29.82,5.2,4.7,5.5,5.3,5.2,5,4.8,5.3,4.7,4.8,4.7,4,4.7,4,4.4,4.3,3.9,3.3,3.4,3.4,2.8,2.8,2.8,2.4,2.4,2.4,1.8,1.3,2.1,1.9,1.8,1.6,1.4,1.9,1.2,1.4,1.2,0.6,1.2,0.5,1,0.9,0.5,0,0,0,0,0,0,0,0,0
"103",2,17410,"India","Chhattisgarh","Jashpur",1013553,31.34,29.91,34.13,34.42,34.92,33.63,34.53,35.21,33.68,32.35,34.02,30.31,34.99,29.09,31.82,32.09,29.92,25.81,25.32,26.57,25.43,24.06,23.11,21.02,15.31,14.3,2.6,2.4,2.9,2.9,2.9,2.8,2.9,3,2.8,2.7,2.8,2.5,2.9,2.4,2.6,2.7,2.4,2,2,2.1,2,1.9,1.8,1.6,1,0.9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"104",2,17918,"India","Uttar Pradesh","Jaunpur",5311191,57.61,62.46,65.18,66.22,73.37,67.26,69.74,83.4,64.25,60.09,66.34,66.23,72.93,62.75,65.56,73.13,58.39,53.57,55.61,57.95,57.26,51.32,51.15,44.12,40.54,44.58,5.2,5.6,5.9,6,6.7,6.1,6.3,7.7,5.8,5.4,6,6,6.7,5.7,5.9,6.7,5.2,4.8,5,5.2,5.1,4.5,4.5,3.8,3.5,3.9,1.7,2.2,2.5,2.6,3.3,2.7,2.9,4.3,2.4,2,2.6,2.6,3.2,2.2,2.5,3.2,1.8,1.3,1.5,1.8,1.7,1.1,1.1,0.4,0.1,0.4
"105",2,17371,"India","Bihar","Jehanabad",1368924,54.38,58.52,59.01,57.76,66.2,70.28,70.1,78.27,66.46,67.12,66.06,61.91,67.83,60.47,60.15,65.36,54.1,49.06,44.34,47.36,46.7,44.92,48.89,42.2,39.82,39.61,4.8,5.2,5.3,5.2,6,6.4,6.4,7.2,6,6.1,6,5.6,6.2,5.4,5.4,5.9,4.8,4.3,3.9,4.2,4.1,3.9,4.3,3.6,3.4,3.4,1.4,1.8,1.9,1.7,2.6,3,2.9,3.8,2.6,2.7,2.6,2.1,2.7,2,2,2.5,1.4,0.9,0.4,0.7,0.7,0.5,0.9,0.2,0,0
"106",2,17470,"India","Haryana","Jhajjar",1169709,71.45,67.11,73.12,70.43,76.86,77.97,81.03,84.65,81.35,69.25,73.59,71.89,86.45,83.73,68.72,72.06,66.88,61.71,61.95,59.08,64.03,56.75,54.51,48.88,43.72,44.03,6.5,6.1,6.7,6.4,7,7.2,7.5,7.8,7.5,6.3,6.7,6.6,8,7.7,6.2,6.6,6.1,5.6,5.6,5.3,5.8,5.1,4.9,4.3,3.8,3.8,3.1,2.7,3.2,3,3.6,3.7,4,4.4,4.1,2.9,3.3,3.1,4.6,4.3,2.8,3.1,2.6,2.1,2.2,1.9,2.4,1.6,1.4,0.9,0.4,0.4
"107",2,17919,"India","Uttar Pradesh","Jhansi",2363626,45.75,39.52,45.06,46.19,49.83,46.29,49.38,46.02,44.99,43.74,45.29,44.34,46.41,44.38,42.8,44.87,39.5,35.76,36.88,34.54,36.13,32.51,30.57,27.63,27.84,28.3,4,3.4,3.9,4,4.4,4,4.3,4,3.9,3.8,3.9,3.9,4.1,3.9,3.7,3.9,3.4,3,3.1,2.9,3.1,2.7,2.5,2.2,2.2,2.3,0.6,0,0.5,0.6,1,0.6,0.9,0.6,0.5,0.4,0.5,0.4,0.6,0.4,0.3,0.5,0,0,0,0,0,0,0,0,0,0
"108",2,17471,"India","Haryana","Jind",1582659,55.64,56.32,62.57,60.22,58.12,66.38,72.89,74.54,68.52,59.22,62.69,63.08,69.36,68.02,58.4,60.56,56.81,51.42,52.85,50.34,51.78,44.59,41.59,38.56,34.88,33.21,5,5,5.6,5.4,5.2,6,6.7,6.8,6.2,5.3,5.7,5.7,6.3,6.2,5.2,5.4,5.1,4.5,4.7,4.4,4.6,3.9,3.6,3.3,2.9,2.8,1.5,1.6,2.2,2,1.8,2.6,3.2,3.4,2.8,1.9,2.2,2.3,2.9,2.7,1.8,2,1.6,1.1,1.3,1,1.2,0.4,0.2,0,0,0
"109",2,17411,"India","Chhattisgarh","Kabirdham",950864,53.73,51.35,57.55,55.35,53.88,50.65,51.72,50.96,48.18,47.25,46.23,40.46,45.91,39.62,44.01,43.4,41.71,37.13,33.77,36.5,33.79,32.81,33.23,28.14,24.59,23.22,4.8,4.5,5.1,4.9,4.8,4.5,4.6,4.5,4.2,4.1,4,3.5,4,3.4,3.8,3.8,3.6,3.1,2.8,3.1,2.8,2.7,2.8,2.3,1.9,1.8,1.3,1.1,1.7,1.5,1.4,1,1.1,1.1,0.8,0.7,0.6,0,0.6,0,0.4,0.3,0.2,0,0,0,0,0,0,0,0,0
"110",2,17372,"India","Bihar","Kaimur",1960111,43.97,48.37,49.71,49.74,52.85,52.55,52.46,60.61,50.44,47.75,49.34,47.71,53.65,46.05,46.58,51.58,43.03,40.22,36.85,41.22,40.8,37.22,37.47,33.36,31.17,30.08,3.8,4.3,4.4,4.4,4.7,4.7,4.7,5.4,4.5,4.2,4.3,4.2,4.8,4,4.1,4.6,3.7,3.5,3.1,3.5,3.5,3.2,3.2,2.8,2.6,2.5,0.4,0.8,1,1,1.3,1.2,1.2,2,1,0.8,0.9,0.8,1.3,0.6,0.6,1.1,0.3,0,0,0.1,0.1,0,0,0,0,0
"111",2,17472,"India","Haryana","Kaithal",1284288,50.32,50.76,57.01,54.97,54.57,59.54,68.59,68.92,63.96,56.05,59.27,56.6,64.65,64.29,53.68,57.93,51.95,48.05,48.97,47.87,48.23,41.43,37.75,35.93,31.66,30.43,4.4,4.5,5.1,4.9,4.9,5.3,6.2,6.3,5.8,5,5.3,5.1,5.8,5.8,4.8,5.2,4.6,4.2,4.3,4.2,4.2,3.6,3.2,3,2.6,2.5,1,1.1,1.7,1.5,1.4,1.9,2.8,2.8,2.3,1.6,1.9,1.6,2.4,2.4,1.3,1.8,1.2,0.8,0.9,0.8,0.8,0.1,0,0,0,0
"112",2,17920,"India","Uttar Pradesh","Kannauj",1947611,57.67,57.97,60.84,60,63.35,61.39,68.86,71.19,67.26,59.91,65.99,61.85,67.84,63.83,60.21,67.94,56.95,52.98,55.57,55.98,57.1,50.54,50.66,45.06,41.4,44.31,5.2,5.2,5.5,5.4,5.7,5.5,6.3,6.5,6.1,5.4,6,5.6,6.2,5.8,5.4,6.2,5.1,4.7,5,5,5.1,4.5,4.5,3.9,3.6,3.9,1.7,1.8,2,2,2.3,2.1,2.8,3.1,2.7,2,2.5,2.1,2.7,2.3,2,2.7,1.7,1.3,1.5,1.6,1.7,1,1,0.5,0.1,0.4
"113",2,17921,"India","Uttar Pradesh","Kanpur Dehat",2072018,56.5,54.54,58.41,59.85,64.29,59.68,65.99,65.06,60.55,55.99,59.26,57.2,61.57,58.08,57.89,64.15,53.79,48.1,52.38,51.54,52.7,47.33,47.49,44.03,41.29,44.58,5,4.9,5.2,5.4,5.8,5.4,6,5.9,5.4,5,5.3,5.1,5.5,5.2,5.2,5.8,4.8,4.2,4.6,4.6,4.7,4.1,4.2,3.8,3.6,3.9,1.6,1.4,1.8,1.9,2.4,1.9,2.5,2.5,2,1.6,1.9,1.7,2.1,1.8,1.8,2.4,1.4,0.8,1.2,1.1,1.2,0.7,0.7,0.4,0.1,0.4
"114",2,17922,"India","Uttar Pradesh","Kanpur Nagar",5368757,61.78,60.48,63.81,65.13,70.84,65.63,71.58,72.5,63.46,59.1,63.51,59.7,65.63,60.53,61.19,67.48,56.81,50.93,54.86,55.84,55.69,50.27,49.31,44.74,41.97,44.84,5.6,5.4,5.8,5.9,6.5,5.9,6.5,6.6,5.7,5.3,5.7,5.4,5.9,5.4,5.5,6.1,5.1,4.5,4.9,5,5,4.4,4.3,3.9,3.6,3.9,2.1,2,2.3,2.5,3,2.5,3.1,3.2,2.3,1.9,2.3,1.9,2.5,2,2.1,2.7,1.6,1.1,1.5,1.6,1.5,1,0.9,0.5,0.2,0.5
"115",2,17758,"India","Punjab","Kapurthala",902588,53.59,52.78,57.17,54.4,52.07,54.47,54.11,59,55.48,48.18,53.7,48.77,58.85,54.57,49.36,52.71,49.21,45.62,45.49,41.85,42.63,36.91,36.51,34.53,30.15,31.07,4.8,4.7,5.1,4.8,4.6,4.8,4.8,5.3,4.9,4.2,4.8,4.3,5.3,4.9,4.3,4.7,4.3,4,4,3.6,3.7,3.1,3.1,2.9,2.5,2.6,1.3,1.3,1.7,1.4,1.2,1.4,1.4,1.9,1.5,0.8,1.3,0.9,1.8,1.4,0.9,1.2,0.9,0.6,0.5,0.2,0.3,0,0,0,0,0
"116",2,17473,"India","Haryana","Karnal",1741725,54.19,54.21,57.91,59.46,59.08,66.52,77.86,79.78,70.17,59.68,64.35,59.53,71.79,67.69,59.06,63.73,55.46,50.74,51.76,50.95,50.88,43.8,42.71,42.01,33.92,34.62,4.8,4.8,5.2,5.3,5.3,6,7.1,7.3,6.4,5.4,5.8,5.3,6.5,6.1,5.3,5.8,4.9,4.5,4.6,4.5,4.5,3.8,3.7,3.6,2.8,2.9,1.4,1.4,1.8,1.9,1.9,2.6,3.7,3.9,3,1.9,2.4,1.9,3.1,2.7,1.9,2.3,1.5,1.1,1.2,1.1,1.1,0.4,0.3,0.2,0,0
"117",2,17923,"India","Uttar Pradesh","Kasganj",1654853,63.74,67.79,71.16,67.23,68.47,69.98,75.59,78.99,74.23,67.02,72.31,67.43,78.27,74.74,63.92,71.79,59.54,55.31,60.66,61.06,64.92,54.5,53.66,47.81,41.73,46.05,5.8,6.2,6.5,6.1,6.2,6.4,6.9,7.3,6.8,6.1,6.6,6.1,7.2,6.8,5.8,6.5,5.3,4.9,5.5,5.5,5.9,4.9,4.8,4.2,3.6,4,2.3,2.7,3.1,2.7,2.8,2.9,3.5,3.8,3.4,2.6,3.2,2.7,3.8,3.4,2.3,3.1,1.9,1.5,2,2.1,2.4,1.4,1.3,0.8,0.2,0.6
"118",2,17373,"India","Bihar","Katihar",3696328,57.68,61.25,62.55,64.97,63.91,73.59,67.4,62.87,64.61,63.84,66.13,71.45,64.84,58.83,66.95,56.18,55.55,58.66,49.36,43.86,47.01,44.35,47.86,41.11,40.13,40.85,5.2,5.5,5.6,5.9,5.8,6.7,6.1,5.7,5.8,5.8,6,6.5,5.9,5.3,6.1,5,5,5.3,4.3,3.8,4.1,3.9,4.2,3.5,3.4,3.5,1.7,2.1,2.2,2.4,2.3,3.3,2.7,2.2,2.4,2.3,2.6,3.1,2.4,1.8,2.6,1.6,1.5,1.8,0.9,0.4,0.7,0.4,0.8,0.1,0,0.1
"119",2,17924,"India","Uttar Pradesh","Kaushambi",3177450,56.63,56.18,59.75,60.03,66.26,58.07,65.36,68.14,56.78,53.27,59.21,57.51,63.96,55.59,57.44,64.42,52.43,47.32,48.5,50.9,50.77,45.76,44.94,40.4,39.37,41.33,5.1,5,5.4,5.4,6,5.2,5.9,6.2,5.1,4.7,5.3,5.1,5.8,5,5.1,5.8,4.6,4.1,4.3,4.5,4.5,4,3.9,3.5,3.4,3.6,1.6,1.6,1.9,2,2.6,1.8,2.5,2.8,1.6,1.3,1.9,1.7,2.3,1.5,1.7,2.4,1.2,0.7,0.8,1.1,1.1,0.6,0.5,0,0,0.1
"120",2,17374,"India","Bihar","Khagaria",2009611,66.02,69.32,67.63,65.21,74.82,85.7,81.3,77.32,74.11,75.06,76.23,79.18,75.13,66.03,70.81,64.28,62.51,63.9,54.67,52.28,53.45,51.8,55.81,48.09,44.91,43.01,6,6.3,6.1,5.9,6.8,7.9,7.5,7.1,6.8,6.9,7,7.3,6.9,6,6.4,5.8,5.6,5.8,4.9,4.6,4.7,4.6,5,4.2,3.9,3.7,2.5,2.9,2.7,2.5,3.4,4.5,4,3.7,3.3,3.4,3.6,3.8,3.4,2.6,3,2.4,2.2,2.3,1.4,1.2,1.3,1.2,1.5,0.8,0.5,0.3
